identif;fecha;intensidad;ocupacion;carga;tipo;vmed;error;periodo_integracion
70006;1/11/13 2:30;264;1;8;F;0;N;5
70007;1/11/13 2:30;44;0;4;F;0;N;5
70008;1/11/13 2:30;88;0;5;F;0;N;5
70009;1/11/13 2:30;208;0;4;F;0;N;5
70010;1/11/13 2:30;8;0;3;F;0;N;5
70011;1/11/13 2:30;24;0;3;F;0;N;5
70012;1/11/13 2:30;8;0;2;F;0;N;5
70013;1/11/13 2:30;112;1;4;F;0;N;5
70014;1/11/13 2:30;0;0;0;F;0;N;5
70015;1/11/13 2:30;20;0;0;F;0;N;5
70016;1/11/13 2:30;28;0;0;F;0;N;5
70403;1/11/13 2:30;24;4;5;F;0;N;5
70501;1/11/13 2:30;32;0;2;F;0;N;5
70502;1/11/13 2:30;32;0;2;F;0;N;5
70503;1/11/13 2:30;160;2;9;F;0;N;5
70504;1/11/13 2:30;80;0;5;F;0;N;5
70506;1/11/13 2:30;264;1;8;F;0;N;5
70509;1/11/13 2:30;124;1;3;F;0;N;5
71001;1/11/13 2:30;152;1;6;F;0;N;5
71002;1/11/13 2:30;160;1;7;F;0;N;5
71003;1/11/13 2:30;104;1;7;F;0;N;5
71004;1/11/13 2:30;128;1;7;F;0;N;5
71005;1/11/13 2:30;100;1;6;F;0;N;5
71006;1/11/13 2:30;164;1;7;F;0;N;5
71007;1/11/13 2:30;124;1;5;F;0;N;5
71008;1/11/13 2:30;60;0;2;F;0;N;5
71009;1/11/13 2:30;60;0;2;F;0;N;5
71010;1/11/13 2:30;76;0;3;F;0;N;5
71011;1/11/13 2:30;48;0;1;F;0;N;5
71012;1/11/13 2:30;24;0;1;F;0;N;5
71013;1/11/13 2:30;48;0;3;F;0;N;5
71016;1/11/13 2:30;60;0;1;F;0;N;5
71017;1/11/13 2:30;8;0;2;F;0;N;5
71018;1/11/13 2:30;84;0;3;F;0;N;5
71019;1/11/13 2:30;16;0;1;F;0;N;5
71020;1/11/13 2:30;40;1;2;F;0;N;5
71021;1/11/13 2:30;80;2;9;F;0;N;5
71022;1/11/13 2:30;28;1;3;F;0;N;5
71024;1/11/13 2:30;20;0;1;F;0;N;5
71025;1/11/13 2:30;12;0;1;F;0;N;5
71026;1/11/13 2:30;12;0;0;F;0;N;5
71027;1/11/13 2:30;12;1;4;F;0;N;5
71028;1/11/13 2:30;20;0;4;F;0;N;5
71029;1/11/13 2:30;28;1;3;F;0;N;5
71030;1/11/13 2:30;28;1;3;F;0;N;5
71031;1/11/13 2:30;32;1;5;F;0;N;5
71032;1/11/13 2:30;12;1;2;F;0;N;5
71033;1/11/13 2:30;20;0;3;F;0;N;5
71034;1/11/13 2:30;72;0;3;F;0;N;5
71035;1/11/13 2:30;32;1;7;F;0;N;5
71036;1/11/13 2:30;48;1;5;F;0;N;5
71037;1/11/13 2:30;204;1;7;F;0;N;5
71401;1/11/13 2:30;4;2;3;F;0;N;5
71402;1/11/13 2:30;0;0;0;F;0;N;5
71403;1/11/13 2:30;0;0;0;F;0;N;5
71404;1/11/13 2:30;36;15;9;F;0;N;5
75403;1/11/13 2:30;12;1;1;F;0;N;5
75404;1/11/13 2:30;12;1;1;F;0;N;5
75405;1/11/13 2:30;0;0;0;F;0;N;5
75406;1/11/13 2:30;4;4;2;F;0;N;5
75407;1/11/13 2:30;24;7;3;F;0;N;5
75408;1/11/13 2:30;4;0;1;F;0;N;5
75409;1/11/13 2:30;4;0;0;F;0;N;5
75410;1/11/13 2:30;4;0;1;F;0;N;5
75520;1/11/13 2:30;20;0;1;F;0;N;5
76001;1/11/13 2:30;28;0;3;F;0;N;5
78002;1/11/13 2:30;72;0;2;F;0;N;5
78003;1/11/13 2:30;64;0;1;F;0;N;5
78004;1/11/13 2:30;48;0;1;F;0;N;5
78005;1/11/13 2:30;44;0;2;F;0;N;5
78006;1/11/13 2:30;44;1;3;F;0;N;5
78007;1/11/13 2:30;20;0;1;F;0;N;5
78008;1/11/13 2:30;12;0;1;F;0;N;5
78009;1/11/13 2:30;8;0;1;F;0;N;5
78010;1/11/13 2:30;16;0;0;F;0;N;5
78011;1/11/13 2:30;24;0;2;F;0;N;5
78012;1/11/13 2:30;12;0;0;F;0;N;5
78013;1/11/13 2:30;40;0;2;F;0;N;5
78014;1/11/13 2:30;68;0;3;F;0;N;5
78401;1/11/13 2:30;0;0;0;F;0;N;5
78402;1/11/13 2:30;0;0;0;F;0;N;5
78512;1/11/13 2:30;28;0;0;F;0;N;5
79001;1/11/13 2:30;32;0;2;F;0;N;5
79002;1/11/13 2:30;12;0;0;F;0;N;5
79003;1/11/13 2:30;44;0;2;F;0;N;5
79004;1/11/13 2:30;12;0;0;F;0;N;5
79005;1/11/13 2:30;12;0;2;F;0;N;5
79006;1/11/13 2:30;56;2;3;F;0;N;5
79007;1/11/13 2:30;112;1;4;F;0;N;5
79008;1/11/13 2:30;36;0;0;F;0;N;5
79009;1/11/13 2:30;16;0;0;F;0;N;5
79010;1/11/13 2:30;20;0;2;F;0;N;5
79011;1/11/13 2:30;16;0;3;F;0;N;5
79012;1/11/13 2:30;56;0;1;F;0;N;5
79014;1/11/13 2:30;56;0;1;F;0;N;5
79015;1/11/13 2:30;88;0;2;F;0;N;5
79016;1/11/13 2:30;192;1;6;F;0;N;5
79017;1/11/13 2:30;24;0;2;F;0;N;5
79018;1/11/13 2:30;68;1;6;F;0;N;5
