identif;fecha;intensidad;ocupacion;carga;tipo;vmed;error;periodo_integracion
1001;1/8/13 0:30;94;3;6;C;0;N;5
1002;1/8/13 0:30;77;1;3;C;0;N;5
1003;1/8/13 0:30;959;35;53;C;0;N;5
1004;1/8/13 0:30;703;3;14;C;0;N;5
1005;1/8/13 0:30;1034;4;24;C;0;N;5
1006;1/8/13 0:30;872;3;18;C;0;N;5
1007;1/8/13 0:30;729;3;19;C;0;N;5
1008;1/8/13 0:30;169;2;7;C;0;N;5
1010;1/8/13 0:30;500;4;21;C;0;N;5
1011;1/8/13 0:30;1063;7;28;C;0;N;5
1014;1/8/13 0:30;669;3;16;C;0;N;5
1015;1/8/13 0:30;898;4;21;C;0;N;5
1018;1/8/13 0:30;661;3;11;C;0;N;5
1019;1/8/13 0:30;77;15;19;C;0;N;5
1020;1/8/13 0:30;153;4;14;C;0;N;5
1021;1/8/13 0:30;347;6;31;C;0;N;5
1030;1/8/13 0:30;831;2;18;C;0;N;5
1031;1/8/13 0:30;958;4;21;C;0;N;5
1032;1/8/13 0:30;932;4;21;C;0;N;5
1500;1/8/13 0:30;898;4;21;C;0;N;5
2001;1/8/13 0:30;504;2;13;C;0;N;5
2002;1/8/13 0:30;45;1;4;C;0;N;5
2003;1/8/13 0:30;738;3;21;C;0;N;5
2004;1/8/13 0:30;63;2;6;C;0;N;5
2005;1/8/13 0:30;1179;14;33;C;0;N;5
2006;1/8/13 0:30;99;2;9;C;0;N;5
2007;1/8/13 0:30;396;1;9;C;0;N;5
2008;1/8/13 0:30;54;6;4;C;0;N;5
2009;1/8/13 0:30;225;2;10;C;0;N;5
2010;1/8/13 0:30;306;2;13;C;0;N;5
2011;1/8/13 0:30;189;3;10;C;0;N;5
2012;1/8/13 0:30;495;4;16;C;0;N;5
2013;1/8/13 0:30;405;1;11;C;0;N;5
2014;1/8/13 0:30;108;16;9;C;0;N;5
2015;1/8/13 0:30;333;2;10;C;0;N;5
2016;1/8/13 0:30;441;2;13;C;0;N;5
2017;1/8/13 0:30;396;2;15;C;0;N;5
2018;1/8/13 0:30;324;1;12;C;0;N;5
2019;1/8/13 0:30;98;0;4;C;0;N;5
2020;1/8/13 0:30;1233;9;37;C;0;N;5
2021;1/8/13 0:30;203;3;11;C;0;N;5
2022;1/8/13 0:30;558;3;25;C;0;N;5
2023;1/8/13 0:30;126;1;6;C;0;N;5
2024;1/8/13 0:30;72;1;3;C;0;N;5
2025;1/8/13 0:30;18;1;2;C;0;N;5
2026;1/8/13 0:30;27;2;4;C;0;N;5
2027;1/8/13 0:30;9;1;2;C;0;N;5
2029;1/8/13 0:30;0;0;0;C;0;N;5
2030;1/8/13 0:30;27;1;2;C;0;N;5
2031;1/8/13 0:30;54;0;2;C;0;N;5
2032;1/8/13 0:30;18;0;1;C;0;N;5
2033;1/8/13 0:30;18;1;2;C;0;N;5
2034;1/8/13 0:30;180;0;6;C;0;N;5
2035;1/8/13 0:30;189;2;6;C;0;N;5
2036;1/8/13 0:30;252;2;11;C;0;N;5
2037;1/8/13 0:30;666;6;17;C;0;N;5
2038;1/8/13 0:30;450;2;9;C;0;N;5
2039;1/8/13 0:30;657;2;13;C;0;N;5
2040;1/8/13 0:30;405;2;8;C;0;N;5
2041;1/8/13 0:30;477;2;9;C;0;N;5
2042;1/8/13 0:30;371;2;7;C;0;N;5
2043;1/8/13 0:30;180;10;22;C;0;N;5
2300;1/8/13 0:30;135;3;14;C;0;N;5
2301;1/8/13 0:30;180;6;18;C;0;N;5
2302;1/8/13 0:30;342;4;27;C;0;N;5
2303;1/8/13 0:30;405;6;33;C;0;N;5
2304;1/8/13 0:30;111;7;14;C;0;N;5
3001;1/8/13 0:30;212;1;8;C;0;N;5
3002;1/8/13 0:30;415;3;16;C;0;N;5
3003;1/8/13 0:30;152;2;7;C;0;N;5
3004;1/8/13 0:30;262;3;11;C;0;N;5
3005;1/8/13 0:30;263;3;13;C;0;N;5
3006;1/8/13 0:30;288;2;12;C;0;N;5
3007;1/8/13 0:30;288;2;12;C;0;N;5
3008;1/8/13 0:30;306;1;12;C;0;N;5
3009;1/8/13 0:30;34;1;3;C;0;N;5
3010;1/8/13 0:30;178;13;19;C;0;N;5
3011;1/8/13 0:30;85;1;3;C;0;N;5
3012;1/8/13 0:30;440;2;12;C;0;N;5
3013;1/8/13 0:30;43;1;4;C;0;N;5
3014;1/8/13 0:30;153;2;7;C;0;N;5
3015;1/8/13 0:30;1406;10;53;C;0;N;5
3016;1/8/13 0:30;399;3;15;C;0;N;5
3017;1/8/13 0:30;60;27;11;C;0;N;5
3018;1/8/13 0:30;25;1;3;C;0;N;5
3019;1/8/13 0:30;373;1;10;C;0;N;5
3020;1/8/13 0:30;102;6;5;C;0;N;5
3021;1/8/13 0:30;271;1;7;C;0;N;5
3022;1/8/13 0:30;68;1;6;C;0;N;5
3023;1/8/13 0:30;42;1;4;C;0;N;5
4001;1/8/13 0:30;263;2;11;C;0;N;5
4002;1/8/13 0:30;161;1;7;C;0;N;5
4003;1/8/13 0:30;272;2;11;C;0;N;5
4004;1/8/13 0:30;69;1;3;C;0;N;5
4005;1/8/13 0:30;115;1;5;C;0;N;5
4006;1/8/13 0:30;255;4;9;C;0;N;5
4007;1/8/13 0:30;254;2;10;C;0;N;5
4008;1/8/13 0:30;288;2;11;C;0;N;5
4009;1/8/13 0:30;262;2;10;C;0;N;5
4010;1/8/13 0:30;271;3;11;C;0;N;5
4011;1/8/13 0:30;144;1;6;C;0;N;5
4012;1/8/13 0:30;115;1;5;C;0;N;5
4013;1/8/13 0:30;382;2;10;C;0;N;5
4014;1/8/13 0:30;76;1;6;C;0;N;5
4015;1/8/13 0:30;159;7;10;C;0;N;5
4016;1/8/13 0:30;144;2;3;C;0;N;5
4017;1/8/13 0:30;287;1;5;C;0;N;5
4018;1/8/13 0:30;271;1;10;C;0;N;5
4019;1/8/13 0:30;68;0;2;C;0;N;5
4020;1/8/13 0:30;170;1;7;C;0;N;5
4021;1/8/13 0:30;159;2;3;C;0;N;5
