identif;fecha;intensidad;ocupacion;carga;tipo;vmed;error;periodo_integracion
04TL40PM02;23/9/13 12:30;572;5;0;Z;64;N;341
04TL40PM03;23/9/13 12:30;516;7;0;Z;69;N;341
04TL40PM04;23/9/13 12:30;1772;4;0;Z;88;N;341
05FT10PM01;23/9/13 12:30;2790;7;0;Z;92;N;341
05FT37PM01;23/9/13 12:30;3544;11;0;Z;53;N;341
05TL00PM01;23/9/13 12:30;938;6;0;Z;67;N;341
05TL00PM02;23/9/13 12:30;324;3;0;Z;68;N;341
05TL00PM03;23/9/13 12:30;1825;4;0;Z;92;N;341
08RE14PM01;23/9/13 12:30;1597;8;0;Z;73;N;341
08RE66PM01;23/9/13 12:30;1285;9;0;Z;62;N;341
08RL21PM01;23/9/13 12:30;495;6;0;Z;56;N;341
08RR02PM01;23/9/13 12:30;470;2;0;Z;60;N;341
08RR18PM01;23/9/13 12:30;493;4;0;Z;63;N;341
09NC51PM01;23/9/13 12:30;817;2;0;Z;71;N;341
09XC09PM01;23/9/13 12:30;1300;5;0;Z;64;N;341
09XC37PM01;23/9/13 12:30;1188;4;0;Z;60;N;341
10NC18PM01;23/9/13 12:30;1595;5;0;Z;71;N;341
10NC76PM01;23/9/13 12:30;1490;5;0;Z;72;N;341
10XC18PM01;23/9/13 12:30;1295;3;0;Z;63;N;341
10XC82PM01;23/9/13 12:30;2015;4;0;Z;65;N;341
11NC43PM01;23/9/13 12:30;1305;6;0;Z;70;N;341
11RE20PM01;23/9/13 12:30;0;0;0;Z;0;N;341
11RE59PM01;23/9/13 12:30;195;4;0;Z;57;N;341
11RE59PM02;23/9/13 12:30;753;6;0;Z;60;N;341
11XC46PM01;23/9/13 12:30;1975;4;0;Z;65;N;341
12NC07PM01;23/9/13 12:30;1308;5;0;Z;70;N;341
12NC63PM01;23/9/13 12:30;1766;5;0;Z;67;N;341
12XC06PM01;23/9/13 12:30;1466;4;0;Z;68;N;341
12XC63PM01;23/9/13 12:30;1894;3;0;Z;68;N;341
13NC25PM01;23/9/13 12:30;1647;5;0;Z;67;N;341
13NC95PM01;23/9/13 12:30;969;4;0;Z;69;N;341
13NL18PM01;23/9/13 12:30;3013;11;0;Z;62;N;341
13NL60PM01;23/9/13 12:30;3013;11;0;Z;62;N;341
13XC26PM01;23/9/13 12:30;1965;3;0;Z;69;N;341
13XC97PM01;23/9/13 12:30;1536;6;0;Z;68;N;341
13XL49PM01;23/9/13 12:30;4592;12;0;Z;61;N;341
14XL89PM01;23/9/13 12:30;3140;7;0;Z;62;N;341
14RL30PM01;23/9/13 12:30;163;0;0;Z;36;N;341
14RM32PM01;23/9/13 12:30;250;3;0;Z;55;N;341
14RN01PM01;23/9/13 12:30;977;12;0;Z;42;N;341
14RN27PM01;23/9/13 12:30;986;13;0;Z;53;N;341
14RR28PM01;23/9/13 12:30;1233;20;0;Z;49;N;341
14VE04PM01;23/9/13 12:30;1128;17;0;Z;38;N;341
14XC71PM01;23/9/13 12:30;2298;5;0;Z;68;N;341
14XL36PM01;23/9/13 12:30;2330;10;0;Z;57;N;341
14NC58PM01;23/9/13 12:30;980;6;0;Z;62;N;341
14NC96PM01;23/9/13 12:30;990;5;0;Z;64;N;341
14NL24PM01;23/9/13 12:30;3280;12;0;Z;59;N;341
14NL78PM01;23/9/13 12:30;3558;9;0;Z;61;N;341
14RA02PM01;23/9/13 12:30;222;1;0;Z;50;N;341
14RA15PM01;23/9/13 12:30;226;1;0;Z;72;N;341
14RC10PM01;23/9/13 12:30;675;10;0;Z;38;N;341
14RE35PM01;23/9/13 12:30;433;7;0;Z;44;N;341
15RE04PM01;23/9/13 12:30;817;5;0;Z;64;N;341
15RH53PM01;23/9/13 12:30;270;5;0;Z;51;N;341
15RV50PM01;23/9/13 12:30;130;2;0;Z;71;N;341
15NC71PM01;23/9/13 12:30;1157;6;0;Z;58;N;341
15NL09PM01;23/9/13 12:30;2911;10;0;Z;59;N;341
15NL71PM01;23/9/13 12:30;2911;7;0;Z;66;N;341
15RA15PM01;23/9/13 12:30;240;1;0;Z;51;N;341
15RC05PM01;23/9/13 12:30;82;2;0;Z;54;N;341
15RM08PM01;23/9/13 12:30;231;2;0;Z;50;N;341
15RM58PM01;23/9/13 12:30;454;4;0;Z;38;N;341
15RN03PM01;23/9/13 12:30;586;5;0;Z;49;N;341
15RR22PM01;23/9/13 12:30;1223;8;0;Z;43;N;341
15RR41PM01;23/9/13 12:30;822;8;0;Z;38;N;341
15RR60PM01;23/9/13 12:30;1720;16;0;Z;36;N;341
15RT07PM01;23/9/13 12:30;519;4;0;Z;50;N;341
15RU11PM01;23/9/13 12:30;462;3;0;Z;53;N;341
15RV01PM01;23/9/13 12:30;120;7;0;Z;23;N;341
18RT11PM01;23/9/13 12:30;1402;2;0;Z;58;N;341
18RU04PM01;23/9/13 12:30;73;4;0;Z;25;N;341
18RA28PM01;23/9/13 12:30;1163;7;0;Z;59;N;341
18RA66PM01;23/9/13 12:30;1222;8;0;Z;49;N;341
18RC06PM01;23/9/13 12:30;110;-1;0;Z;60;N;341
18RL09PM01;23/9/13 12:30;1353;6;0;Z;50;N;341
18RL29PM01;23/9/13 12:30;317;4;0;Z;56;N;341
18RM17PM01;23/9/13 12:30;2118;7;0;Z;51;N;341
18RN69PM01;23/9/13 12:30;1538;6;0;Z;55;N;341
16NC07PM01;23/9/13 12:30;4641;8;0;Z;63;N;341
16NC75PM01;23/9/13 12:30;3453;7;0;Z;69;N;341
16RC01PM01;23/9/13 12:30;88;4;0;Z;45;N;341
16RE18PM01;23/9/13 12:30;641;6;0;Z;42;N;341
16XC14PM01;23/9/13 12:30;5236;12;0;Z;61;N;341
16XC70PM01;23/9/13 12:30;3775;8;0;Z;61;N;341
17NC04PM01;23/9/13 12:30;3284;8;0;Z;64;N;341
17NC65PM01;23/9/13 12:30;3813;8;0;Z;74;N;341
17NC80PM01;23/9/13 12:30;2621;7;0;Z;61;N;341
17RA10PM01;23/9/13 12:30;615;5;0;Z;58;N;341
17RC01PM01;23/9/13 12:30;438;9;0;Z;36;N;341
17XC08PM01;23/9/13 12:30;3934;10;0;Z;65;N;341
17XC49PM01;23/9/13 12:30;4523;7;0;Z;71;N;341
18NC20PM01;23/9/13 12:30;2683;6;0;Z;66;N;341
18NC52PM01;23/9/13 12:30;762;4;0;Z;55;N;341
18NC52PM02;23/9/13 12:30;2293;5;0;Z;66;N;341
18NC80PM01;23/9/13 12:30;3108;5;0;Z;65;N;341
42525;1/9/13 4:30;68;0;2;F;0;N;5
42536;1/9/13 4:30;48;0;1;F;0;N;5
44002;1/9/13 4:30;304;2;9;F;0;N;5
44003;1/9/13 4:30;240;1;10;F;0;N;5
44004;1/9/13 4:30;296;2;10;F;0;N;5
44005;1/9/13 4:30;208;0;5;F;0;N;5
44007;1/9/13 4:30;284;1;11;F;0;N;5
44009;1/9/13 4:30;264;2;11;F;0;N;5
44010;1/9/13 4:30;164;2;10;F;0;N;5
44011;1/9/13 4:30;264;2;12;F;0;N;5
44012;1/9/13 4:30;120;0;8;F;0;N;5
44013;1/9/13 4:30;64;0;7;F;0;N;5
44014;1/9/13 4:30;192;2;16;F;0;N;5
44015;1/9/13 4:30;184;1;14;F;0;N;5
44016;1/9/13 4:30;68;0;5;F;0;N;5
44017;1/9/13 4:30;76;1;6;F;0;N;5
44018;1/9/13 4:30;36;0;5;F;0;N;5
44019;1/9/13 4:30;100;0;4;F;0;N;5
44020;1/9/13 4:30;124;1;5;F;0;N;5
44024;1/9/13 4:30;176;3;5;F;0;N;5
44025;1/9/13 4:30;192;1;9;F;0;N;5
44026;1/9/13 4:30;116;1;3;F;0;N;5
44029;1/9/13 4:30;64;0;4;F;0;N;5
44030;1/9/13 4:30;100;0;4;F;0;N;5
44032;1/9/13 4:30;56;0;5;F;0;N;5
44033;1/9/13 4:30;4;0;1;F;0;N;5
44035;1/9/13 4:30;28;0;1;F;0;N;5
44036;1/9/13 4:30;16;0;3;F;0;N;5
44037;1/9/13 4:30;20;0;3;F;0;N;5
44038;1/9/13 4:30;56;1;7;F;0;N;5
44039;1/9/13 4:30;24;0;6;F;0;N;5
44040;1/9/13 4:30;56;0;12;F;0;N;5
44041;1/9/13 4:30;80;0;3;F;0;N;5
44042;1/9/13 4:30;136;1;6;F;0;N;5
44043;1/9/13 4:30;28;1;5;F;0;N;5
44401;1/9/13 4:30;20;24;10;F;0;N;5
44402;1/9/13 4:30;0;0;0;F;0;N;5
45035;1/9/13 4:30;40;0;1;F;0;N;5
45036;1/9/13 4:30;176;1;3;F;0;N;5
45037;1/9/13 4:30;80;0;4;F;0;N;5
45038;1/9/13 4:30;64;0;1;F;0;N;5
45039;1/9/13 4:30;160;0;3;F;0;N;5
45040;1/9/13 4:30;44;0;1;F;0;N;5
45041;1/9/13 4:30;80;0;2;F;0;N;5
45043;1/9/13 4:30;16;0;2;F;0;N;5
45044;1/9/13 4:30;0;0;0;F;0;N;5
45045;1/9/13 4:30;0;0;0;F;0;N;5
45046;1/9/13 4:30;0;0;0;F;0;N;5
45047;1/9/13 4:30;224;1;5;F;0;N;5
45049;1/9/13 4:30;0;0;1;F;0;N;5
45401;1/9/13 4:30;84;18;21;F;0;N;5
45402;1/9/13 4:30;12;1;5;F;0;N;5
45411;1/9/13 4:30;4;3;2;F;0;N;5
45412;1/9/13 4:30;0;0;0;F;0;N;5
45414;1/9/13 4:30;0;0;1;F;0;N;5
45502;1/9/13 4:30;140;0;3;F;0;N;5
45505;1/9/13 4:30;44;0;3;F;0;N;5
45519;1/9/13 4:30;60;0;3;F;0;N;5
45533;1/9/13 4:30;4;0;1;F;0;N;5
46001;1/9/13 4:30;116;0;3;F;0;N;5
46002;1/9/13 4:30;68;0;3;F;0;N;5
46003;1/9/13 4:30;84;0;2;F;0;N;5
46004;1/9/13 4:30;36;0;2;F;0;N;5
46005;1/9/13 4:30;64;0;2;F;0;N;5
46006;1/9/13 4:30;92;0;3;F;0;N;5
46007;1/9/13 4:30;92;0;3;F;0;N;5
46009;1/9/13 4:30;88;1;4;F;0;N;5
46010;1/9/13 4:30;96;0;3;F;0;N;5
46011;1/9/13 4:30;92;0;3;F;0;N;5
46012;1/9/13 4:30;112;1;5;F;0;N;5
46013;1/9/13 4:30;92;1;4;F;0;N;5
46014;1/9/13 4:30;104;1;3;F;0;N;5
46015;1/9/13 4:30;100;1;4;F;0;N;5
46016;1/9/13 4:30;88;0;3;F;0;N;5
46017;1/9/13 4:30;100;7;7;F;0;N;5
46018;1/9/13 4:30;88;0;4;F;0;N;5
46019;1/9/13 4:30;0;0;1;F;0;N;5
46020;1/9/13 4:30;32;0;2;F;0;N;5
46021;1/9/13 4:30;44;10;8;F;0;N;5
46022;1/9/13 4:30;36;1;5;F;0;N;5
46023;1/9/13 4:30;16;0;1;F;0;N;5
46024;1/9/13 4:30;56;0;4;F;0;N;5
46025;1/9/13 4:30;48;0;1;F;0;N;5
46027;1/9/13 4:30;36;0;1;F;0;N;5
46028;1/9/13 4:30;36;0;5;F;0;N;5
46029;1/9/13 4:30;16;0;2;F;0;N;5
46030;1/9/13 4:30;48;1;6;F;0;N;5
46032;1/9/13 4:30;68;0;4;F;0;N;5
46033;1/9/13 4:30;44;1;2;F;0;N;5
46034;1/9/13 4:30;12;0;0;F;0;N;5
46035;1/9/13 4:30;204;9;7;F;0;N;5
46036;1/9/13 4:30;44;0;1;F;0;N;5
46037;1/9/13 4:30;84;1;5;F;0;N;5
46038;1/9/13 4:30;16;0;0;F;0;N;5
46039;1/9/13 4:30;64;1;2;F;0;N;5
46040;1/9/13 4:30;68;2;2;F;0;N;5
46403;1/9/13 4:30;48;0;19;F;0;N;5
46404;1/9/13 4:30;24;1;3;F;0;N;5
46405;1/9/13 4:30;4;0;2;F;0;N;5
46406;1/9/13 4:30;24;8;10;F;0;N;5
46407;1/9/13 4:30;0;0;0;F;0;N;5
46408;1/9/13 4:30;8;2;2;F;0;N;5
46409;1/9/13 4:30;0;0;0;F;0;N;5
46410;1/9/13 4:30;8;0;2;F;0;N;5
46411;1/9/13 4:30;0;0;1;F;0;N;5
46412;1/9/13 4:30;0;0;0;F;0;N;5
46413;1/9/13 4:30;16;0;2;F;0;N;5
46414;1/9/13 4:30;4;0;2;F;0;N;5
46416;1/9/13 4:30;4;2;2;F;0;N;5
47001;1/9/13 4:30;28;0;1;F;0;N;5
47002;1/9/13 4:30;60;0;3;F;0;N;5
47003;1/9/13 4:30;112;0;2;F;0;N;5
47004;1/9/13 4:30;108;14;8;F;0;N;5
47005;1/9/13 4:30;64;0;2;F;0;N;5
47006;1/9/13 4:30;100;0;3;F;0;N;5
47009;1/9/13 4:30;48;0;1;F;0;N;5
47010;1/9/13 4:30;100;0;3;F;0;N;5
47011;1/9/13 4:30;116;0;5;F;0;N;5
