identif;fecha;intensidad;ocupacion;carga;tipo;vmed;error;periodo_integracion
PM20152;12/7/13 7:15;1065;9;48;M;73;N;4
PM22901;12/7/13 7:15;912;7;18;M;58;N;5
PM22971;12/7/13 7:15;1008;6;19;M;64;N;5
90009;12/7/13 7:15;16;6;6;C;0;N;5
90010;12/7/13 7:15;287;3;12;C;0;N;5
90011;12/7/13 7:15;88;1;4;C;0;N;5
90012;12/7/13 7:15;42;66;68;C;0;N;5
90014;12/7/13 7:15;575;3;16;C;0;N;5
90015;12/7/13 7:15;111;4;12;C;0;N;5
90016;12/7/13 7:15;576;3;23;C;0;N;5
90017;12/7/13 7:15;161;1;6;C;0;N;5
90018;12/7/13 7:15;575;3;16;C;0;N;5
90019;12/7/13 7:15;84;2;8;C;0;N;5
90020;12/7/13 7:15;195;4;17;C;0;N;5
90021;12/7/13 7:15;224;1;6;C;0;N;5
PM42352;12/7/13 7:15;384;2;17;M;79;N;5
PM42353;12/7/13 7:15;1896;6;41;M;79;N;5
PM43001;12/7/13 7:15;2256;10;37;M;86;N;5
PM43011;12/7/13 7:15;1644;7;27;M;88;N;5
PM43012;12/7/13 7:15;816;8;24;M;67;N;5
PM43021;12/7/13 7:15;1464;6;24;M;97;N;5
24005;12/7/13 7:15;165;2;11;D;0;N;5
24006;12/7/13 7:15;231;2;14;D;0;N;5
24007;12/7/13 7:15;147;40;45;D;0;N;5
24008;12/7/13 7:15;74;10;19;D;0;N;5
24009;12/7/13 7:15;111;2;8;D;0;N;5
24010;12/7/13 7:15;103;3;11;D;0;N;5
24011;12/7/13 7:15;167;2;7;D;0;N;5
24003;12/7/13 7:15;276;3;11;D;0;N;5
24004;12/7/13 7:15;82;1;5;D;0;N;5
9008;12/7/13 7:15;161;1;7;C;0;N;5
9009;12/7/13 7:15;1424;8;36;C;0;N;5
9010;12/7/13 7:15;788;5;29;C;0;N;5
9011;12/7/13 7:15;424;4;18;C;0;N;5
9012;12/7/13 7:15;254;5;13;C;0;N;5
9013;12/7/13 7:15;280;2;12;C;0;N;5
9014;12/7/13 7:15;51;1;4;C;0;N;5
9015;12/7/13 7:15;957;7;36;C;0;N;5
9016;12/7/13 7:15;678;5;27;C;0;N;5
90ET09PM01;12/7/13 7:15;1248;12;0;Z;50;N;5
90ET43PM01;12/7/13 7:15;1248;11;0;Z;52;N;5
90ET58PM01;12/7/13 7:15;936;8;0;Z;53;N;5
90ET93PM01;12/7/13 7:15;444;2;0;Z;54;N;5
50030;12/7/13 7:15;72;1;6;D;0;N;5
31027;12/7/13 7:15;87;0;6;E;0;N;3
31006;12/7/13 7:15;210;2;9;E;0;N;4
31031;12/7/13 7:15;60;37;21;E;0;N;4
33006;12/7/13 7:15;20;0;1;E;0;N;1
33007;12/7/13 7:15;20;0;1;E;0;N;1
33018;12/7/13 7:15;80;0;4;E;0;N;1
32040;12/7/13 7:15;20;1;2;E;0;N;2
33017;12/7/13 7:15;70;0;8;E;0;N;2
32018;12/7/13 7:15;110;0;10;E;0;N;4
32047;12/7/13 7:15;225;0;7;E;0;N;4
32052;12/7/13 7:15;195;1;8;E;0;N;4
33026;12/7/13 7:15;20;0;13;E;0;N;1
33503;12/7/13 7:15;110;0;6;E;0;N;2
33037;12/7/13 7:15;140;0;11;E;0;N;3
33039;12/7/13 7:15;55;1;8;E;0;N;4
33539;12/7/13 7:15;445;4;24;E;0;N;4
35027;12/7/13 7:15;180;3;9;E;0;N;1
35060;12/7/13 7:15;107;0;6;E;0;N;3
43009;12/7/13 7:15;85;33;18;E;0;N;4
43011;12/7/13 7:15;155;4;14;E;0;N;4
43024;12/7/13 7:15;120;2;14;E;0;N;4
43036;12/7/13 7:15;53;80;45;E;0;N;3
60036;12/7/13 7:15;67;0;2;E;0;N;3
60037;12/7/13 7:15;80;1;1;E;0;N;2
61054;12/7/13 7:15;80;0;2;E;0;N;3
61045;12/7/13 7:15;90;0;2;E;0;N;4
61046;12/7/13 7:15;110;0;3;E;0;N;4
61089;12/7/13 7:15;60;0;1;E;0;N;4
61090;12/7/13 7:15;100;0;2;E;0;N;4
61115;12/7/13 7:15;550;4;15;E;0;N;4
61122;12/7/13 7:15;80;0;3;E;0;N;4
62016;12/7/13 7:15;27;1;2;E;0;N;3
62033;12/7/13 7:15;20;0;1;E;0;N;3
62038;12/7/13 7:15;50;0;2;E;0;N;4
62039;12/7/13 7:15;40;1;3;E;0;N;4
62067;12/7/13 7:15;60;1;2;E;0;N;2
63021;12/7/13 7:15;40;1;2;E;0;N;4
63047;12/7/13 7:15;35;0;1;E;0;N;4
92003;12/7/13 7:15;120;1;6;E;0;N;3
92500;12/7/13 7:15;87;15;7;E;0;N;3
93003;12/7/13 7:15;33;23;11;E;0;N;3
97011;12/7/13 7:15;130;0;3;E;0;N;4
97048;12/7/13 7:15;410;8;14;E;0;N;4
97049;12/7/13 7:15;520;17;33;E;0;N;4
40005;12/7/13 7:15;115;1;8;F;0;N;4
40013;12/7/13 7:15;120;1;5;F;0;N;4
40015;12/7/13 7:15;140;2;9;F;0;N;4
41025;12/7/13 7:15;60;1;4;F;0;N;2
41039;12/7/13 7:15;180;2;15;F;0;N;4
42403;12/7/13 7:15;50;0;3;F;0;N;4
42029;12/7/13 7:15;50;0;1;F;0;N;2
45028;12/7/13 7:15;130;0;15;F;0;N;4
45404;12/7/13 7:15;40;15;21;F;0;N;4
45409;12/7/13 7:15;27;3;6;F;0;N;3
45411;12/7/13 7:15;115;47;40;F;0;N;4
46010;12/7/13 7:15;580;3;15;F;0;N;4
46036;12/7/13 7:15;240;8;7;F;0;N;4
46403;12/7/13 7:15;160;1;59;F;0;N;2
47021;12/7/13 7:15;155;1;8;F;0;N;4
47404;12/7/13 7:15;27;0;1;F;0;N;3
53401;12/7/13 7:15;30;18;14;F;0;N;2
53019;12/7/13 7:15;285;2;16;F;0;N;4
53030;12/7/13 7:15;150;14;13;F;0;N;4
53043;12/7/13 7:15;75;2;19;F;0;N;4
53044;12/7/13 7:15;285;3;6;F;0;N;4
54003;12/7/13 7:15;87;3;2;F;0;N;3
55034;12/7/13 7:15;35;1;6;F;0;N;4
55043;12/7/13 7:15;160;1;7;F;0;N;4
56035;12/7/13 7:15;120;1;13;F;0;N;2
56001;12/7/13 7:15;80;1;5;F;0;N;3
